2000 01,08,05,04,06,03,10,02,01,08,05,04,06,03,07,02,01,08,05,04,11,03,10,02,01,08,05,04,06,03,07,02,08,04,06,10,01,04,06,02,01,05,03,10,08,04,06,07,08,06,01,02,05,03,08,07,08,01,05,08,01,05,01
1999 01,09,12,04,06,03,10,02,01,09,05,04,06,14,10,02,01,09,05,13,06,03,10,02,01,09,12,04,06,03,10,02,01,04,03,02,01,05,06,10,01,13,03,10,01,12,06,10,04,03,01,10,01,03,01,06,04,01,01,01,01,01,01
1998 01,08,05,04,11,14,07,02,01,09,05,04,06,03,10,02,01,08,12,13,11,03,10,02,01,08,05,04,06,03,10,02,01,04,11,02,01,04,03,10,08,13,03,02,01,05,06,02,01,02,01,03,08,03,01,02,01,03,03,02,03,02,02
1997 01,09,05,04,03,06,10,15,01,08,12,04,06,14,10,02,01,09,05,04,06,03,07,02,01,08,05,04,06,03,07,02,01,05,06,10,01,04,14,10,01,04,06,02,01,04,06,02,01,06,04,10,01,02,01,02,01,04,01,01,04,01,04
1996 01,09,12,04,06,03,07,02,01,09,05,13,11,03,07,02,01,09,05,04,06,03,10,02,01,08,12,04,06,03,10,02,01,12,03,02,01,05,03,02,01,04,06,02,08,04,03,02,01,02,05,02,01,02,04,02,01,05,01,04,01,04,01
1995 01,08,12,04,06,03,07,02,01,09,05,13,06,14,07,02,01,09,05,04,06,14,10,02,01,08,05,04,11,03,07,02,01,04,06,02,01,05,06,02,01,04,06,02,01,05,03,02,04,02,01,02,04,02,01,02,02,02,04,01,02,01,01
1994 01,09,12,04,06,03,07,02,01,09,12,04,06,03,10,02,01,09,05,04,11,03,10,02,01,09,05,04,06,03,07,02,01,04,03,02,01,12,03,10,09,05,03,02,01,04,06,02,01,02,01,03,09,03,01,02,02,01,03,02,01,02,01
1993 01,08,05,04,11,03,07,02,01,09,12,13,06,03,07,15,01,08,05,04,06,03,07,02,01,09,05,04,06,03,07,02,01,05,03,07,01,12,03,07,01,04,06,02,01,04,06,02,01,03,01,07,01,02,01,02,01,01,01,02,01,01,01
1992 01,09,05,04,06,03,07,02,01,09,05,04,06,14,10,02,01,09,05,04,06,03,10,02,01,08,12,13,06,03,07,02,09,04,06,07,01,04,06,02,01,04,03,02,01,12,03,02,04,06,01,06,01,02,01,02,04,06,01,02,06,01,01
1991 01,08,05,04,11,03,10,02,01,08,05,04,11,14,07,02,01,09,12,13,06,03,10,15,01,08,05,04,06,03,07,02,01,04,03,02,01,04,11,02,01,12,03,10,01,04,03,02,01,03,04,02,01,10,01,03,01,02,01,03,02,03,02
1990 01,09,05,04,06,14,07,02,01,08,12,04,11,03,07,02,01,09,05,04,06,03,07,02,01,08,12,04,06,03,10,02,01,04,06,02,01,12,11,07,01,05,03,07,08,04,06,10,04,06,01,11,01,03,04,10,04,01,03,04,01,03,01
1989 01,09,05,04,11,03,10,02,01,09,05,13,11,03,07,02,01,09,05,04,11,14,07,02,01,09,12,04,11,03,07,02,01,04,03,02,01,05,03,02,01,05,11,02,01,04,03,02,01,02,05,03,01,02,04,03,01,03,02,03,03,03,03
1988 01,09,05,04,06,14,07,02,01,08,05,13,11,03,07,02,01,08,05,04,06,03,10,02,01,08,05,04,06,03,07,02,01,04,06,07,01,13,11,02,01,05,03,02,01,05,06,02,04,06,01,02,01,02,01,06,06,02,01,01,06,01,06
1987 01,09,12,04,06,03,07,02,01,08,05,13,06,03,10,02,01,09,05,13,06,14,07,02,01,09,05,04,06,03,10,02,01,12,06,02,01,05,03,10,01,05,06,02,01,05,06,02,01,02,01,10,01,06,01,02,01,01,06,02,01,02,01
1986 01,08,05,04,11,03,10,02,01,08,05,04,06,03,07,02,01,08,12,04,06,14,07,02,01,09,05,04,06,14,07,02,01,05,11,02,08,04,03,02,01,12,14,07,01,05,06,07,01,11,08,02,01,07,01,06,11,02,01,01,02,01,02
1985 01,09,12,04,11,03,07,02,01,08,05,04,06,03,07,02,01,09,05,04,11,03,07,02,01,08,05,13,11,03,07,02,01,12,03,07,01,04,03,02,01,05,11,02,08,05,11,02,01,03,01,02,01,02,08,02,01,01,02,08,01,08,08

# The trick with sMID is to ensure that seed differentials for each regional keep summing to 0 
sMIN 01,08,05,04,06,03,07,02,01,08,05,04,06,03,07,02,01,08,05,04,06,03,07,02,01,08,05,04,06,03,07,02,01,04,03,02,01,04,03,02,01,04,03,02,01,04,03,02,01,02,01,02,01,02,01,02,01,01,01,01,01,01,01
sMID 01,08,05,04,11,14,10,15,01,08,05,04,11,14,10,15,01,08,05,04,11,14,10,15,01,08,05,04,11,14,10,15,08,05,11,10,08,05,11,10,08,05,11,10,08,05,11,10,08,10,08,10,08,10,08,10,08,08,08,08,08,08,08
sMAX 16,09,12,13,11,14,10,15,16,09,12,13,11,14,10,15,16,09,12,13,11,14,10,15,16,09,12,13,11,14,10,15,16,13,14,15,16,13,14,15,16,13,14,15,16,13,14,15,16,15,16,15,16,15,16,15,16,16,16,16,16,16,16

# MOVE UPSET NOTES TO A TABLE IN APPENDIX OF PAPER:
# 2018: 2ND: 11 10 13 11 13 16; 3RD: 11 11; 4TH: 9 11 9; 5TH: 11 [First time a 16 beat a 1]
# 2017: 2ND: 10 12 11 11 11; 3RD: 11; 4TH: 11
# 2016: 2ND: 15 10 11 12 14 10 11 12 11 13; 3RD: 10 11; 4TH: 10; 5TH: 10
# 2015: 2ND: 14 11 11 10 14; 3RD: 11
# 2014: 2ND: 14 11 12 12 10 11 12; 3RD: 11 10 11; 4TH: 11; 5TH: 8 7; 6TH: 8 7; 7TH: 7 [Highest upset year ever] 
# 2013: 2ND: 15 14 13 12 12 12 11 10; 3RD: 15 13 12 9
# 2012: 2ND: 15 15 13 12 12 11 11 10 10; 3RD: 13 11 10; 4TH: 7
# 2011: 2ND: 13 12 11 11 11 10; 3RD: 12 11 11 10; 4TH: 11; 5TH: 11 8; 6TH: 8 
# 2010: 2ND: 14 13 12 11 11 10 10 10; 3RD: 12 11 10 9
# 2009: 2ND: 13 12 12 12 11 10 10; 3RD: 12
# 2008: 2ND: 13 13 12 12 11 10; 3RD: 7 12 12 10; 4TH: 10
# 2007: 2ND: 11 11; 3RD: 7 [Upset levels were off the charts low]
# 2006: 2ND: 14 13 12 12, 11 11 10 10; 3RD: 13 11, 7 7; 4TH: 11; 5TH: 11
# 2005: 2ND: 14 13 12 11 10; 3RD: 12, 10 7; 4TH: 7
# 2004: 2ND: 12 12 10; 3RD: 10 9 8 7; 4TH: 8 7
# 2003: 2ND: 13 12 11 10 10; 3RD: 12 10 7; 4TH: 7
# 2002: 2ND: 13 12 12 12 11 11 10; 3RD: 12 11 10 8; 4TH: 12 10
# 2001: 2ND: 15 13 13 12 12 11 11 10 10; 3RD: 12 11 10; 4TH: 11
# 2000: 2ND: 11 10 10; 3RD: 10 10 8 8 7; 4TH: 8 8; 5TH: 8 8
# 1999: 2ND: 14 13 12 12 10 10 10 10; 3RD: 13 12 10 10 10; 4TH: 10
# 1998: 2ND: 14 13 12 11 11 10 10 10; 3RD: 13 11 10 8
# 1997: 2ND: 15 14 12 10 10; 3RD: 14 10 10; 4TH: 10
# 1996: 2ND: 13 12 12 11 10 10; 3RD: 12 8
# 1995: 2ND: 14 14 13 12 11 10
# 1994: 2ND: 12 12 11 10 10; 3RD: 12 10 9; 4TH: 9
# 1993: 2ND: 15 13 12 11; 3RD: 12 7 7
# 1992: 2ND: 14 13 12 10 10; 3RD: 12 9 7; 6TH: 6
# 1991: 2ND: 15 13 12 11 11 10 10; 3RD: 12 11 10; 4TH: 10
# 1990: 2ND: 14 12 12 11 10; 3RD: 12 11 10 7 7; 4TH: 11 10
# 1989: 2ND: 13 12 11 11 11 11 10; 3RD: 11
# 1988: 2ND: 14 13 11 10; 3RD: 13 11 7; WINNER 6
# 1987: 2ND: 14 13 13 12 10 10; 3RD: 12 10; 4TH: 10 6; 5TH 6
# 1986: 2ND: 14 14 12 11 10; 3RD: 14 12 11 8 7 7; 4TH: 11 8; 5TH: 11
# 1985: 2ND: 13 12 11 11 11; 3RD: 12 11 11 8 7; 4TH: 8; 5TH: 8; 6TH: 8; WINNER: 8
